Station_No,Station_ID,Bike_Lat,Bike_Lon,name,distance
55,6d5e221de84a938a2a813425ddddcf2d,37.31515792998312,-121.89783275127412,The Cider Junction,529
55,6d5e221de84a938a2a813425ddddcf2d,37.31515792998312,-121.89783275127412,New Indian Cuisine,533
56,679621279b937eda9558ca1ae02f748e,37.31673647849343,-121.91000461578368,Mosaic Gym,202
56,679621279b937eda9558ca1ae02f748e,37.31673647849343,-121.91000461578368,Cefcu,224
56,679621279b937eda9558ca1ae02f748e,37.31673647849343,-121.91000461578368,Ranch Town Recycling Center,303
56,679621279b937eda9558ca1ae02f748e,37.31673647849343,-121.91000461578368,Headquarters Liquor,372
56,679621279b937eda9558ca1ae02f748e,37.31673647849343,-121.91000461578368,Hapa's Brewing Company,392
57,10880ce63c335b9192ecf58992798f23,37.32345133870681,-121.90597593784332,El Pirata,17
57,10880ce63c335b9192ecf58992798f23,37.32345133870681,-121.90597593784332,KB Monte Vista,163
57,10880ce63c335b9192ecf58992798f23,37.32345133870681,-121.90597593784332,Metro Balderas Truck,259
57,10880ce63c335b9192ecf58992798f23,37.32345133870681,-121.90597593784332,Chromatic Coffee,342
57,10880ce63c335b9192ecf58992798f23,37.32345133870681,-121.90597593784332,Tony P's,350
58,f15f772b3686c852122d5d2737bb88a8,37.356834352780886,-121.89593575894833,Pavona Gym,404
58,f15f772b3686c852122d5d2737bb88a8,37.356834352780886,-121.89593575894833,Your Convenience,405
58,f15f772b3686c852122d5d2737bb88a8,37.356834352780886,-121.89593575894833,Taylor Street Night Market,413
58,f15f772b3686c852122d5d2737bb88a8,37.356834352780886,-121.89593575894833,Carefree Wash And Dry,463
58,f15f772b3686c852122d5d2737bb88a8,37.356834352780886,-121.89593575894833,Hunan Taste Restaurant,472
59,aef71869dbbdf150a0e6807bc3512730,37.36522655191025,-121.9168147444725,Ladda Thai Cuisine,73
59,aef71869dbbdf150a0e6807bc3512730,37.36522655191025,-121.9168147444725,Ike''s Love & Sandwiches,93
59,aef71869dbbdf150a0e6807bc3512730,37.36522655191025,-121.9168147444725,Vito's Ny Trattoria,97
59,aef71869dbbdf150a0e6807bc3512730,37.36522655191025,-121.9168147444725,Indian Street Cafe,192
59,aef71869dbbdf150a0e6807bc3512730,37.36522655191025,-121.9168147444725,Skyport bar & grill,276
60,a73276ab34067c112ab469c5107e1d2c,37.83954308266563,-122.2987177222967,Chevy's Fresh Mex Restaurants,97
60,a73276ab34067c112ab469c5107e1d2c,37.83954308266563,-122.2987177222967,The Garden Grille & Bar,141
60,a73276ab34067c112ab469c5107e1d2c,37.83954308266563,-122.2987177222967,Hilton Happy Hour,147
60,a73276ab34067c112ab469c5107e1d2c,37.83954308266563,-122.2987177222967,The Garden Bar,148
60,a73276ab34067c112ab469c5107e1d2c,37.83954308266563,-122.2987177222967,Great American Grill,152
61,ccfc6870981cdd44b5a41bdee14e2a40,37.7873267660624,-122.41327822208405,Lapisara Eatery,43
61,ccfc6870981cdd44b5a41bdee14e2a40,37.7873267660624,-122.41327822208405,Pearl's Deluxe Burgers,46
61,ccfc6870981cdd44b5a41bdee14e2a40,37.7873267660624,-122.41327822208405,Bottle Club Pub,97
61,ccfc6870981cdd44b5a41bdee14e2a40,37.7873267660624,-122.41327822208405,Resolute,108
61,ccfc6870981cdd44b5a41bdee14e2a40,37.7873267660624,-122.41327822208405,Mensho Tokyo,123
62,35ecc8b9ed527420e102f4f1254583b2,37.75179164525661,-122.40521550178528,Potrero Del Sol Park,103
62,35ecc8b9ed527420e102f4f1254583b2,37.75179164525661,-122.40521550178528,Junior,131
62,35ecc8b9ed527420e102f4f1254583b2,37.75179164525661,-122.40521550178528,Eristavi Winery,131
62,35ecc8b9ed527420e102f4f1254583b2,37.75179164525661,-122.40521550178528,J & E Restaurant,144
62,35ecc8b9ed527420e102f4f1254583b2,37.75179164525661,-122.40521550178528,The Shop Barbershop,160
63,e1217bf29c178d096c6e92ea8dc36453,37.8040367840236,-122.26240932941435,The Lake Chalet Seafood Bar & Grill,212
63,e1217bf29c178d096c6e92ea8dc36453,37.8040367840236,-122.26240932941435,Alician,315
63,e1217bf29c178d096c6e92ea8dc36453,37.8040367840236,-122.26240932941435,Fresh and Best Cafe 2,335
63,e1217bf29c178d096c6e92ea8dc36453,37.8040367840236,-122.26240932941435,Bonsai Garden,432
63,e1217bf29c178d096c6e92ea8dc36453,37.8040367840236,-122.26240932941435,19th Street Station,443
64,8924b980effba05ac4610a4abd37839e,37.364060462258806,-121.9117319583893,Comfort Suites San Jose Airport,124
64,8924b980effba05ac4610a4abd37839e,37.364060462258806,-121.9117319583893,Skyport bar & grill,272
64,8924b980effba05ac4610a4abd37839e,37.364060462258806,-121.9117319583893,Indian Street Cafe,275
64,8924b980effba05ac4610a4abd37839e,37.364060462258806,-121.9117319583893,Residence Inn by Marriott,283
64,8924b980effba05ac4610a4abd37839e,37.364060462258806,-121.9117319583893,Hangar Bar & Grill,321
65,718cefa9c37e218744ea0cc193a3129a,37.7700298,-122.4117258,SOMA StrEat Food Park,42
65,718cefa9c37e218744ea0cc193a3129a,37.7700298,-122.4117258,Costco,126
65,718cefa9c37e218744ea0cc193a3129a,37.7700298,-122.4117258,SF Eagle,138
65,718cefa9c37e218744ea0cc193a3129a,37.7700298,-122.4117258,Californios,173
65,718cefa9c37e218744ea0cc193a3129a,37.7700298,-122.4117258,Atlas,182
66,9beee70db0437cf4bd24078239213bb6,37.36186680025918,-121.90931528806688,Cathys Restaurant,113
66,9beee70db0437cf4bd24078239213bb6,37.36186680025918,-121.90931528806688,Doghouse Sports Lounge,133
66,9beee70db0437cf4bd24078239213bb6,37.36186680025918,-121.90931528806688,Jade Cathay,149
66,9beee70db0437cf4bd24078239213bb6,37.36186680025918,-121.90931528806688,House of Genji,155
66,9beee70db0437cf4bd24078239213bb6,37.36186680025918,-121.90931528806688,Izakaya Restaurant,175
67,ed898b7f32d290732a31b0b519c1f7e3,37.36767805240811,-121.9187942147255,Bagel Street Cafe,203
67,ed898b7f32d290732a31b0b519c1f7e3,37.36767805240811,-121.9187942147255,Starbucks,222
67,ed898b7f32d290732a31b0b519c1f7e3,37.36767805240811,-121.9187942147255,TGI’s SUSHI TOO,238
67,ed898b7f32d290732a31b0b519c1f7e3,37.36767805240811,-121.9187942147255,Oasis Deli,307
67,ed898b7f32d290732a31b0b519c1f7e3,37.36767805240811,-121.9187942147255,Fairfield Inn & Suites by Marriott San Jose Airport,320
68,219cc838b24b5ceb39af7bcd6e6c5e13,37.36085415525383,-121.90683424472807,Wyndham Garden San Jose Airport,112
68,219cc838b24b5ceb39af7bcd6e6c5e13,37.36085415525383,-121.90683424472807,Golden Heritage Living,131
68,219cc838b24b5ceb39af7bcd6e6c5e13,37.36085415525383,-121.90683424472807,Doghouse Sports Lounge,144
68,219cc838b24b5ceb39af7bcd6e6c5e13,37.36085415525383,-121.90683424472807,Sushi Kan,170
68,219cc838b24b5ceb39af7bcd6e6c5e13,37.36085415525383,-121.90683424472807,Izakaya Restaurant,187
69,4bbdbdf6abbdbb73cedafe47831eafd1,37.796470691622936,-122.4168576300144,Cafe Meuse,172
69,4bbdbdf6abbdbb73cedafe47831eafd1,37.796470691622936,-122.4168576300144,Seven Hills,178
69,4bbdbdf6abbdbb73cedafe47831eafd1,37.796470691622936,-122.4168576300144,Cocotte,219
69,4bbdbdf6abbdbb73cedafe47831eafd1,37.796470691622936,-122.4168576300144,Ristorante Milano,225
69,4bbdbdf6abbdbb73cedafe47831eafd1,37.796470691622936,-122.4168576300144,Nook,232
70,0891ec75daf2bf9e823f4a02e21fa9fd,37.870139,-122.268422,Dojo Dog,16
70,0891ec75daf2bf9e823f4a02e21fa9fd,37.870139,-122.268422,Downtown Berkeley BART Station,26
70,0891ec75daf2bf9e823f4a02e21fa9fd,37.870139,-122.268422,Almare Gelato Italiano,43
70,0891ec75daf2bf9e823f4a02e21fa9fd,37.870139,-122.268422,Ike''s Love & Sandwiches,44
70,0891ec75daf2bf9e823f4a02e21fa9fd,37.870139,-122.268422,Sliver Pizzeria,52
71,193169dbc243a90e9c68e9bd94763748,37.87367621459825,-122.26848721504211,Berkeley Espresso,24
71,193169dbc243a90e9c68e9bd94763748,37.87367621459825,-122.26848721504211,Triple Rock Brewery & Ale House,31
71,193169dbc243a90e9c68e9bd94763748,37.87367621459825,-122.26848721504211,Marugame Udon,39
71,193169dbc243a90e9c68e9bd94763748,37.87367621459825,-122.26848721504211,Chick-O-Pea's,39
71,193169dbc243a90e9c68e9bd94763748,37.87367621459825,-122.26848721504211,Sweetgreen,48
72,f00345a08621722a4e680cf784706a3c,37.8677892,-122.2658964,U CHA,17
72,f00345a08621722a4e680cf784706a3c,37.8677892,-122.2658964,Great China,26
72,f00345a08621722a4e680cf784706a3c,37.8677892,-122.2658964,Hui Lau Shan,58
72,f00345a08621722a4e680cf784706a3c,37.8677892,-122.2658964,Beta Lounge,88
72,f00345a08621722a4e680cf784706a3c,37.8677892,-122.2658964,Organic Greens,113
73,2367c9313860a8dbae94ac5045768995,37.8690599,-122.270556,Berkeley YMCA,19
73,2367c9313860a8dbae94ac5045768995,37.8690599,-122.270556,Berkeley Farmers' Market,129
73,2367c9313860a8dbae94ac5045768995,37.8690599,-122.270556,Sushinista,144
73,2367c9313860a8dbae94ac5045768995,37.8690599,-122.270556,Tamon Tea,168
73,2367c9313860a8dbae94ac5045768995,37.8690599,-122.270556,Eureka,169
74,6230d81b26fbf3b08d04f63a436c69f9,37.8524766,-122.2702132,Ashby BART Station,37
74,6230d81b26fbf3b08d04f63a436c69f9,37.8524766,-122.2702132,Ada's Cafe,53
74,6230d81b26fbf3b08d04f63a436c69f9,37.8524766,-122.2702132,Berkeley Flea Market,131
74,6230d81b26fbf3b08d04f63a436c69f9,37.8524766,-122.2702132,Zing Cafe,149
74,6230d81b26fbf3b08d04f63a436c69f9,37.8524766,-122.2702132,Rasa Caffe,175
75,65097799f269d187692b073a83c0d4d3,37.8660431,-122.2588044,Raleigh's,16
75,65097799f269d187692b073a83c0d4d3,37.8660431,-122.2588044,Muracci's Berkeley,42
75,65097799f269d187692b073a83c0d4d3,37.8660431,-122.2588044,Little Gem Belgian Waffles,54
75,65097799f269d187692b073a83c0d4d3,37.8660431,-122.2588044,Rasputin Music,82
75,65097799f269d187692b073a83c0d4d3,37.8660431,-122.2588044,Poke Parlor,84
76,1b0c18aa2600cb61c4dc8594a02f4417,37.8193814,-122.2619284,Starbucks,55
76,1b0c18aa2600cb61c4dc8594a02f4417,37.8193814,-122.2619284,Chipotle Mexican Grill,61
76,1b0c18aa2600cb61c4dc8594a02f4417,37.8193814,-122.2619284,La Catrina Taqueria,170
76,1b0c18aa2600cb61c4dc8594a02f4417,37.8193814,-122.2619284,Associated Internal Medicine,189
76,1b0c18aa2600cb61c4dc8594a02f4417,37.8193814,-122.2619284,Grocery Outlet,202
77,1ad3234f9bd6b3e93ef20656d9111087,37.8262863,-122.2651002,Seoul Gom Tang,56
77,1ad3234f9bd6b3e93ef20656d9111087,37.8262863,-122.2651002,New Big Daddy's Chinese Restaurant,82
77,1ad3234f9bd6b3e93ef20656d9111087,37.8262863,-122.2651002,Tin & Pig,134
77,1ad3234f9bd6b3e93ef20656d9111087,37.8262863,-122.2651002,Beauty's Bagel Shop,171
77,1ad3234f9bd6b3e93ef20656d9111087,37.8262863,-122.2651002,Saucy Oakland,287
78,efbe528107bed4defe202f50c2d6f2c0,37.8403643,-122.2644881,Johnny's Cafe & Donuts,25
78,efbe528107bed4defe202f50c2d6f2c0,37.8403643,-122.2644881,Uptown Market & Liquor,173
78,efbe528107bed4defe202f50c2d6f2c0,37.8403643,-122.2644881,Mariposa Baking Gluten Free,185
78,efbe528107bed4defe202f50c2d6f2c0,37.8403643,-122.2644881,The Well Oakland,191
78,efbe528107bed4defe202f50c2d6f2c0,37.8403643,-122.2644881,Wine Mine,193
79,ab6763b2d94b0eb690addb48b9cf3827,37.8417999,-122.2515349,Enoteca Molinari,10
79,ab6763b2d94b0eb690addb48b9cf3827,37.8417999,-122.2515349,Rockridge Cafe,53
79,ab6763b2d94b0eb690addb48b9cf3827,37.8417999,-122.2515349,Atomic Garden,53
79,ab6763b2d94b0eb690addb48b9cf3827,37.8417999,-122.2515349,George & Walts Grill,79
79,ab6763b2d94b0eb690addb48b9cf3827,37.8417999,-122.2515349,Chocolate Dragon,110
80,1e03b246c6716378bd815f00c7a635da,37.84427875399067,-122.251900434494,Cactus Taqueria,22
80,1e03b246c6716378bd815f00c7a635da,37.84427875399067,-122.251900434494,Pasta Shop,36
80,1e03b246c6716378bd815f00c7a635da,37.84427875399067,-122.251900434494,Hapuku Fish Shop,40
80,1e03b246c6716378bd815f00c7a635da,37.84427875399067,-122.251900434494,Rockridge Market Hall Management,42
80,1e03b246c6716378bd815f00c7a635da,37.84427875399067,-122.251900434494,Market Hall Foods,45
81,1736d145e5ef5447a53cc9f100701ccc,37.8444927,-122.261351,William's Market & Liquor,54
81,1736d145e5ef5447a53cc9f100701ccc,37.8444927,-122.261351,O B Town,326
81,1736d145e5ef5447a53cc9f100701ccc,37.8444927,-122.261351,Addis Ethiopian Restaurant,328
81,1736d145e5ef5447a53cc9f100701ccc,37.8444927,-122.261351,Casual Carpool,411
81,1736d145e5ef5447a53cc9f100701ccc,37.8444927,-122.261351,Uptown Market & Liquor,426
82,edd2cf03bfbe6ade0bd14f40ae4b5ece,37.8087021,-122.2699271,Uptown Night Club,34
82,edd2cf03bfbe6ade0bd14f40ae4b5ece,37.8087021,-122.2699271,Xolo,35
82,edd2cf03bfbe6ade0bd14f40ae4b5ece,37.8087021,-122.2699271,Little Giant Ice Cream,41
82,edd2cf03bfbe6ade0bd14f40ae4b5ece,37.8087021,-122.2699271,The Kon-Tiki Lounge,52
82,edd2cf03bfbe6ade0bd14f40ae4b5ece,37.8087021,-122.2699271,Palmetto,62
83,df3ca6be81e340c4899ec6ae8c4429e4,37.8113768,-122.2651925,The Athletic Club Oakland,42
83,df3ca6be81e340c4899ec6ae8c4429e4,37.8113768,-122.2651925,Baygreens Salads & More,52
83,df3ca6be81e340c4899ec6ae8c4429e4,37.8113768,-122.2651925,Alamar Kitchen & Bar,70
83,df3ca6be81e340c4899ec6ae8c4429e4,37.8113768,-122.2651925,Farley's East,79
83,df3ca6be81e340c4899ec6ae8c4429e4,37.8113768,-122.2651925,The Melt,82
84,b9afbe24f97e40d2168eed1c8184c07d,37.8013189,-122.2626418,The Lake Chalet Seafood Bar & Grill,134
84,b9afbe24f97e40d2168eed1c8184c07d,37.8013189,-122.2626418,Mad Oak,236
84,b9afbe24f97e40d2168eed1c8184c07d,37.8013189,-122.2626418,Oakland Museum of California,299
84,b9afbe24f97e40d2168eed1c8184c07d,37.8013189,-122.2626418,Good News Cafe,322
84,b9afbe24f97e40d2168eed1c8184c07d,37.8013189,-122.2626418,Alician,324
85,76b57950b5f2a4b0a4821e64bb700e24,37.8426295,-122.267738,It's All Good Bakery,246
85,76b57950b5f2a4b0a4821e64bb700e24,37.8426295,-122.267738,Uptown Market & Liquor,260
85,76b57950b5f2a4b0a4821e64bb700e24,37.8426295,-122.267738,The Rendezvous,298
85,76b57950b5f2a4b0a4821e64bb700e24,37.8426295,-122.267738,Earthly Coffee,329
85,76b57950b5f2a4b0a4821e64bb700e24,37.8426295,-122.267738,Johnny's Cafe & Donuts,355
86,f848023d531b827a8e7c8c87173b6a4d,37.8396488,-122.2717561,The Rendezvous,185
86,f848023d531b827a8e7c8c87173b6a4d,37.8396488,-122.2717561,Earthly Coffee,198
86,f848023d531b827a8e7c8c87173b6a4d,37.8396488,-122.2717561,Tease Southern Kitchen,209
86,f848023d531b827a8e7c8c87173b6a4d,37.8396488,-122.2717561,It's All Good Bakery,237
86,f848023d531b827a8e7c8c87173b6a4d,37.8396488,-122.2717561,Al-Maida,257
87,b735b2cab35ea7bdaff9b2ce7413984f,37.79728,-122.398436,Kokkari Estiatorio,115
87,b735b2cab35ea7bdaff9b2ce7413984f,37.79728,-122.398436,The Gateway Theatre,137
87,b735b2cab35ea7bdaff9b2ce7413984f,37.79728,-122.398436,Bar Sprezzatura,207
87,b735b2cab35ea7bdaff9b2ce7413984f,37.79728,-122.398436,Coqueta,214
87,b735b2cab35ea7bdaff9b2ce7413984f,37.79728,-122.398436,Old Ship Saloon,221
88,f64d35757bf16e8af5a408a9c72af91e,37.792251,-122.397086,Pabu,118
88,f64d35757bf16e8af5a408a9c72af91e,37.792251,-122.397086,Barcha,142
88,f64d35757bf16e8af5a408a9c72af91e,37.792251,-122.397086,Mixt,156
88,f64d35757bf16e8af5a408a9c72af91e,37.792251,-122.397086,SusieCakes,181
88,f64d35757bf16e8af5a408a9c72af91e,37.792251,-122.397086,Philz Coffee,193
89,6c229502dbd727e48d9b7970dabbd21f,37.788975,-122.403452,Mechanics' Institute,39
89,6c229502dbd727e48d9b7970dabbd21f,37.788975,-122.403452,Blue Bottle Coffee,87
89,6c229502dbd727e48d9b7970dabbd21f,37.788975,-122.403452,Asha Tea House,90
89,6c229502dbd727e48d9b7970dabbd21f,37.788975,-122.403452,Crocker Galleria Roof Terrace,90
89,6c229502dbd727e48d9b7970dabbd21f,37.788975,-122.403452,Minamoto Kitchoan,93
90,0794b05a99e808986301411273356796,37.85022187449679,-122.26017236709596,Barcote Ethiopian Restaurant,66
90,0794b05a99e808986301411273356796,37.85022187449679,-122.26017236709596,Ahadu Ethiopian Cuisine,72
90,0794b05a99e808986301411273356796,37.85022187449679,-122.26017236709596,Jack In The Box,126
90,0794b05a99e808986301411273356796,37.85022187449679,-122.26017236709596,White Horse Inn,186
90,0794b05a99e808986301411273356796,37.85022187449679,-122.26017236709596,Ftw Tattoo Parlor,188
91,e5a34fd23cbefa6b718d20509d1d8bdc,37.33203868095132,-121.8817663192749,7-Eleven,161
91,e5a34fd23cbefa6b718d20509d1d8bdc,37.33203868095132,-121.8817663192749,China Chen,197
91,e5a34fd23cbefa6b718d20509d1d8bdc,37.33203868095132,-121.8817663192749,Iguanas Burritozilla,237
91,e5a34fd23cbefa6b718d20509d1d8bdc,37.33203868095132,-121.8817663192749,T K Noodle,239
91,e5a34fd23cbefa6b718d20509d1d8bdc,37.33203868095132,-121.8817663192749,La Victoria Taqueria,242
92,c84aa30b9e135787bd06304d3b4caf88,37.788299978150825,-122.40853071212769,The Inn at Union Square,39
92,c84aa30b9e135787bd06304d3b4caf88,37.788299978150825,-122.40853071212769,San Francisco Elks Lodge #3,71
92,c84aa30b9e135787bd06304d3b4caf88,37.788299978150825,-122.40853071212769,San Francisco Playhouse,72
92,c84aa30b9e135787bd06304d3b4caf88,37.788299978150825,-122.40853071212769,Clock Bar,72
92,c84aa30b9e135787bd06304d3b4caf88,37.788299978150825,-122.40853071212769,Golden Gate Tap Room,76
93,36aa8ab83177d5f5beb83685c7f645d3,37.8007544,-122.2748943,Fort Green,21
93,36aa8ab83177d5f5beb83685c7f645d3,37.8007544,-122.2748943,Caffe 817,43
93,36aa8ab83177d5f5beb83685c7f645d3,37.8007544,-122.2748943,Ratto's International Market,54
93,36aa8ab83177d5f5beb83685c7f645d3,37.8007544,-122.2748943,District Oakland,59
93,36aa8ab83177d5f5beb83685c7f645d3,37.8007544,-122.2748943,Square Pie Guys,59
94,f83da983e1b1de735ef62006310c76ba,37.8401858,-122.2618225,Casper's Hot Dogs Oakland,26
94,f83da983e1b1de735ef62006310c76ba,37.8401858,-122.2618225,The Well Oakland,44
94,f83da983e1b1de735ef62006310c76ba,37.8401858,-122.2618225,Wine Mine,65
94,f83da983e1b1de735ef62006310c76ba,37.8401858,-122.2618225,Mariposa Baking Gluten Free,67
94,f83da983e1b1de735ef62006310c76ba,37.8401858,-122.2618225,Colombo Club,138
95,ef3a4e5c05845ca17d2c2db654a2a5fa,37.8357883,-122.2516207,Wendy's,29
95,ef3a4e5c05845ca17d2c2db654a2a5fa,37.8357883,-122.2516207,Boston Market,65
95,ef3a4e5c05845ca17d2c2db654a2a5fa,37.8357883,-122.2516207,Bangkok Garden,80
95,ef3a4e5c05845ca17d2c2db654a2a5fa,37.8357883,-122.2516207,Merrill Gardens at Rockridge,80
95,ef3a4e5c05845ca17d2c2db654a2a5fa,37.8357883,-122.2516207,Vivi Skin Care Studio,179
96,eea0a9aed0f267d94aa702cd52458754,37.8381269,-122.2512714,Judoku Sushi Rockridge,11
96,eea0a9aed0f267d94aa702cd52458754,37.8381269,-122.2512714,Marica Oakland,17
96,eea0a9aed0f267d94aa702cd52458754,37.8381269,-122.2512714,High Peaks Kitchen,21
96,eea0a9aed0f267d94aa702cd52458754,37.8381269,-122.2512714,Khana Peena,37
96,eea0a9aed0f267d94aa702cd52458754,37.8381269,-122.2512714,Cocoon Bare,70
97,7e64ecd17d4a2708631d979da3ac4443,37.33279952386071,-121.88385039567946,Yogurtland,49
97,7e64ecd17d4a2708631d979da3ac4443,37.33279952386071,-121.88385039567946,La Victoria Taqueria,52
97,7e64ecd17d4a2708631d979da3ac4443,37.33279952386071,-121.88385039567946,Pizza My Heart,63
97,7e64ecd17d4a2708631d979da3ac4443,37.33279952386071,-121.88385039567946,Hoagie Steak Out,90
97,7e64ecd17d4a2708631d979da3ac4443,37.33279952386071,-121.88385039567946,Boba Bar Teahouse & Eatery,91
98,a3e415a5d4437c5b8ed58f5620a2acb1,37.7735069,-122.4160402,Ted’s Market,72
98,a3e415a5d4437c5b8ed58f5620a2acb1,37.7735069,-122.4160402,Blue Bottle Coffee,170
98,a3e415a5d4437c5b8ed58f5620a2acb1,37.7735069,-122.4160402,Oasis,223
98,a3e415a5d4437c5b8ed58f5620a2acb1,37.7735069,-122.4160402,Center for Sex & Culture,232
98,a3e415a5d4437c5b8ed58f5620a2acb1,37.7735069,-122.4160402,Taqueria Cazadores,257
99,25ccddba147690ec254ca9e68d3c559d,37.7737932060887,-122.42123901844025,Security Public Storage,21
99,25ccddba147690ec254ca9e68d3c559d,37.7737932060887,-122.42123901844025,Zuni Cafe,33
99,25ccddba147690ec254ca9e68d3c559d,37.7737932060887,-122.42123901844025,Hotel Biron,83
99,25ccddba147690ec254ca9e68d3c559d,37.7737932060887,-122.42123901844025,Espetus,88
99,25ccddba147690ec254ca9e68d3c559d,37.7737932060887,-122.42123901844025,RT Rotisserie,157
100,c7bb5e8c49bf8b8165f0d7f09d620df3,37.7717933,-122.4337079,Palmyra,11
100,c7bb5e8c49bf8b8165f0d7f09d620df3,37.7717933,-122.4337079,Otra,24
100,c7bb5e8c49bf8b8165f0d7f09d620df3,37.7717933,-122.4337079,Stoa,31
100,c7bb5e8c49bf8b8165f0d7f09d620df3,37.7717933,-122.4337079,Diane's Nails & Waxing,33
100,c7bb5e8c49bf8b8165f0d7f09d620df3,37.7717933,-122.4337079,Danny Coyle's,37
101,e941de3073caf24cb07ee3425c80e479,37.7730627,-122.4390777,Falletti Foods,20
101,e941de3073caf24cb07ee3425c80e479,37.7730627,-122.4390777,Rt Rotisserie - L,24
101,e941de3073caf24cb07ee3425c80e479,37.7730627,-122.4390777,Nopalito,54
101,e941de3073caf24cb07ee3425c80e479,37.7730627,-122.4390777,Schlok’s Bagels & Lox,76
101,e941de3073caf24cb07ee3425c80e479,37.7730627,-122.4390777,Hahdough,104
102,e8ac145be6193651c7de9caf2bece382,37.799953,-122.398525,The Exploratorium,101
102,e8ac145be6193651c7de9caf2bece382,37.799953,-122.398525,Exploratorium Store,113
102,e8ac145be6193651c7de9caf2bece382,37.799953,-122.398525,Coqueta,228
102,e8ac145be6193651c7de9caf2bece382,37.799953,-122.398525,Old Ship Saloon,318
102,e8ac145be6193651c7de9caf2bece382,37.799953,-122.398525,The Battery,324
103,d777960e181c3911183b59171cded0a8,37.7614205,-122.4264353,Bi-Rite Creamery Truck,60
103,d777960e181c3911183b59171cded0a8,37.7614205,-122.4264353,Bi-Rite Market,152
103,d777960e181c3911183b59171cded0a8,37.7614205,-122.4264353,Mission Dolores Park,169
103,d777960e181c3911183b59171cded0a8,37.7614205,-122.4264353,Woods Cervecería,185
103,d777960e181c3911183b59171cded0a8,37.7614205,-122.4264353,Delfina,190
104,1a07a9e1057626b3844050832a2581bf,37.7592103,-122.4213392,City Beer Store,16
104,1a07a9e1057626b3844050832a2581bf,37.7592103,-122.4213392,The Beehive,23
104,1a07a9e1057626b3844050832a2581bf,37.7592103,-122.4213392,Cafe Ethiopia,31
104,1a07a9e1057626b3844050832a2581bf,37.7592103,-122.4213392,The Phoenix Irish Bar & Restaurant,72
104,1a07a9e1057626b3844050832a2581bf,37.7592103,-122.4213392,Rhea's Deli,81
