Station_No,Station_ID,Bike_Lat,Bike_Long,name,review_count,categories,rating,distance
180,604d2b0f495cd7363effb81982012f93,37.3233446905968,-121.91349685192108,McDonald's,140,"Burgers, Fast Food, Coffee & Tea",2.0,21.016488432918287
180,604d2b0f495cd7363effb81982012f93,37.3233446905968,-121.91349685192108,The Breakfast Club,3870,"Breakfast & Brunch, Waffles, American",4.0,64.9581990651211
180,604d2b0f495cd7363effb81982012f93,37.3233446905968,-121.91349685192108,My Hero Kitchen,2,"Salad, Food Delivery Services",5.0,149.9049050239837
181,8a8fb99412d0a44f24a97f4862e1b9d4,37.336802,-121.8940901,San Pedro Square Market,1283,"Venues & Event Spaces, Music Venues, Food Court",4.0,18.960893904493528
181,8a8fb99412d0a44f24a97f4862e1b9d4,37.336802,-121.8940901,Bread Brothers,20,"Breakfast & Brunch, Juice Bars & Smoothies, Sandwiches",3.0,36.788533540207496
181,8a8fb99412d0a44f24a97f4862e1b9d4,37.336802,-121.8940901,Crepas Fiu Fiu,20,Food Court,3.0,38.55273106743734
182,53caaaa3c38e8f655c479672973ef040,37.337391,-121.886995,Indian Curry's Carnival,1,Indian,5.0,32.6040812889873
182,53caaaa3c38e8f655c479672973ef040,37.337391,-121.886995,The Vegan Lasagna Garden,11,"Italian, Vegan, Gluten-Free",3.5,32.615170845119394
182,53caaaa3c38e8f655c479672973ef040,37.337391,-121.886995,Holy Cannoli,149,"Cafes, Caterers, Food Trucks",4.5,53.36171278197916
183,9e5ac45cfc500231c17fbc5a3709ff44,37.3172979,-121.884995,Mariscos San Juan,69,"Mexican, Seafood",4.0,73.92737215234482
183,9e5ac45cfc500231c17fbc5a3709ff44,37.3172979,-121.884995,Metro Balderas Taqueria,132,"Mexican, Salad, Pizza",3.5,115.3132402420846
183,9e5ac45cfc500231c17fbc5a3709ff44,37.3172979,-121.884995,El Camaron De Sinaloa,404,"Seafood, Mexican, Sushi Bars",4.5,221.3144182027907
184,3eae0d76df97ee93ae21a685af42538a,37.3184498,-121.8831724,El Camaron De Sinaloa,404,"Seafood, Mexican, Sushi Bars",4.5,20.991893186289094
184,3eae0d76df97ee93ae21a685af42538a,37.3184498,-121.8831724,Raspados Arcoiris,15,Food Stands,5.0,59.977856679308104
184,3eae0d76df97ee93ae21a685af42538a,37.3184498,-121.8831724,La Michoacana plus - San José,55,"Ice Cream & Frozen Yogurt, Mexican",3.5,78.56599004080628
185,32fec07f466d23ac5fa8be2e05d17312,37.352601,-121.905733,Main Jail Hot Dog Cart,2,Hot Dogs,3.0,130.16985043243884
185,32fec07f466d23ac5fa8be2e05d17312,37.352601,-121.905733,Santa Clara County Cafeteria,4,Cafes,2.5,183.25824670599303
185,32fec07f466d23ac5fa8be2e05d17312,37.352601,-121.905733,TOGO'S Sandwiches,111,"Sandwiches, Delis, Fast Food",3.0,258.7606869213348
186,a431cdd7c44ec9b167bee9612b5e9482,37.3487586867448,-121.89479783177376,Gombei,1264,Japanese,4.0,18.243978547749904
186,a431cdd7c44ec9b167bee9612b5e9482,37.3487586867448,-121.89479783177376,Shabu Time,341,"Japanese, Hot Pot, Do-It-Yourself Food",4.5,25.368012316230637
186,a431cdd7c44ec9b167bee9612b5e9482,37.3487586867448,-121.89479783177376,SJ Omogari,2463,"Korean, Soup, Seafood",4.0,46.290089126118986
187,b5f7d134eef76458bdad1624fc3f0a3b,37.342725,-121.895617,Ozell’s,0,"American, Pancakes, Coffee & Tea",0.0,293.8167101465608
187,b5f7d134eef76458bdad1624fc3f0a3b,37.342725,-121.895617,Trials Pub,492,"Pubs, New American, Fish & Chips",4.0,350.43091277938
187,b5f7d134eef76458bdad1624fc3f0a3b,37.342725,-121.895617,Teske's Germania Restaurant & Beer Garden,918,"German, Bars, Beer Gardens",3.5,367.27369414385583
188,318839be2a66c41af52177023d7545cd,37.339301,-121.889937,Freshly Baked Eatery,1059,"Sandwiches, Delis",4.5,56.259331188068735
188,318839be2a66c41af52177023d7545cd,37.339301,-121.889937,Street Fusion,69,"Vietnamese, Food Trucks, Juice Bars & Smoothies",4.0,77.92446195097537
188,318839be2a66c41af52177023d7545cd,37.339301,-121.889937,San Jose Deli,0,Delis,0.0,79.23844756369918
189,c978d0b507607e5cee77e5fc2e6caa7b,37.332692,-121.900084,Una Mas,2,Mexican,3.0,91.4588525854813
189,c978d0b507607e5cee77e5fc2e6caa7b,37.332692,-121.900084,Classix,1,Hot Dogs,3.0,99.43262311809988
189,c978d0b507607e5cee77e5fc2e6caa7b,37.332692,-121.900084,Rita's Italian Ice & Frozen Custard,7,"Shaved Ice, Food Stands, Ice Cream & Frozen Yogurt",4.0,147.35111524041207
190,c65a5430e457385743757320e3fa705b,37.77993,-122.2177284,Calafia Taqueria,3,Mexican,2.5,106.56411009886361
190,c65a5430e457385743757320e3fa705b,37.77993,-122.2177284,El Portal De Morelia,0,Latin American,0.0,131.6646138893787
190,c65a5430e457385743757320e3fa705b,37.77993,-122.2177284,Taqueria Durango,7,Mexican,5.0,132.02010030863713
191,aca2db0bb7fe57847fca972c91a02f72,37.7837569,-122.2226033,Tacos Guadalajara,6,"Tacos, Food Trucks",4.5,44.96242581296388
191,aca2db0bb7fe57847fca972c91a02f72,37.7837569,-122.2226033,Rocky Cafe,1,Vietnamese,1.0,57.26299532686917
191,aca2db0bb7fe57847fca972c91a02f72,37.7837569,-122.2226033,Yanet's KItchen,1,"Hot Dogs, Mexican",3.0,57.50377022052757
192,f7b24d5a88d4a5280b0a123465ceeb9a,37.7851915,-122.2343822,Los 4 Vientos,1,"Tacos, Food Stands",4.0,35.958828257219544
192,f7b24d5a88d4a5280b0a123465ceeb9a,37.7851915,-122.2343822,Los Compadres Taco Truck,79,"Food Trucks, Tacos",4.5,36.608298182942
192,f7b24d5a88d4a5280b0a123465ceeb9a,37.7851915,-122.2343822,El Belico Chicken,2,"New Mexican Cuisine, Tacos",4.5,106.84633630423605
193,cb93a5239ea60f98f07d56d80346589c,37.8113514,-122.2734217,Bloom,51,"Pizza, Salad",4.5,221.34918005402704
193,cb93a5239ea60f98f07d56d80346589c,37.8113514,-122.2734217,Good Luck Gato,35,"Izakaya, New Mexican Cuisine",4.5,228.78690694111353
193,cb93a5239ea60f98f07d56d80346589c,37.8113514,-122.2734217,Up Town Bbq,0,Barbeque,0.0,246.76990487209738
194,7c15582391754cff6e2573d81f228933,37.3550295822529,-121.90443634986876,Karimi Restaurant,551,"Indian, Halal, Pakistani",4.5,98.28166489804005
194,7c15582391754cff6e2573d81f228933,37.3550295822529,-121.90443634986876,Danbi Korean Restaurant,750,Korean,4.5,144.5189955769625
194,7c15582391754cff6e2573d81f228933,37.3550295822529,-121.90443634986876,TOGO'S Sandwiches,111,"Sandwiches, Delis, Fast Food",3.0,167.28264379308976
195,35f5a7921e0006fdde8b661781c777f6,37.7504343570623,-122.39044725894928,Taco Stop,2,Mexican,4.0,45.07652427491401
195,35f5a7921e0006fdde8b661781c777f6,37.7504343570623,-122.39044725894928,Dabao Singapore,82,"Singaporean, Desserts, Caterers",5.0,208.81657580580617
195,35f5a7921e0006fdde8b661781c777f6,37.7504343570623,-122.39044725894928,Big Bites,2,"Caterers, Cafes, Sandwiches",5.0,208.60372778565673
196,b91103a4e638130a1de6c5eea75a0854,37.8312769,-122.2782669,Chicken Meets Oyster,15,"Pop-Up Restaurants, Chicken Shop",4.5,40.9829778671332
196,b91103a4e638130a1de6c5eea75a0854,37.8312769,-122.2782669,Hidden Spot - Emeryville,309,"Burgers, Sandwiches, Chicken Wings",4.5,40.9829778671332
196,b91103a4e638130a1de6c5eea75a0854,37.8312769,-122.2782669,The Sunday,216,"Breakfast & Brunch, Korean, Chicken Wings",4.5,69.55531098110323
197,18ecb3d50f2e42cbeaa54e2700fa3093,37.8409452,-122.2913604,Subway,60,"Sandwiches, Fast Food",2.0,20.135348163519883
197,18ecb3d50f2e42cbeaa54e2700fa3093,37.8409452,-122.2913604,Branch Line Bar,265,"Cocktail Bars, Burgers, Wine Bars",4.5,94.90110596242504
197,18ecb3d50f2e42cbeaa54e2700fa3093,37.8409452,-122.2913604,Polaris Cafe,150,"Coffee & Tea, Breakfast & Brunch, Bubble Tea",4.5,96.95279300041182
198,f72a227c01e328e88de3e27e883b5a42,37.84052116694969,-122.29352831840517,Paradita Eatery,439,"Peruvian, Salad, Sandwiches",4.0,67.13825143899186
198,f72a227c01e328e88de3e27e883b5a42,37.84052116694969,-122.29352831840517,The Calypso Rose,19,Caribbean,4.0,68.13277339755412
198,f72a227c01e328e88de3e27e883b5a42,37.84052116694969,-122.29352831840517,Naru Sushi,17,"Japanese Curry, Sushi Bars, Desserts",2.5,69.2497467217101
199,ff03a6199ba2f74b66752643531826ec,37.8419238,-122.2880451,Townhouse,1518,New American,4.0,128.18183881637927
199,ff03a6199ba2f74b66752643531826ec,37.8419238,-122.2880451,The Bureau 510,502,"Burgers, New American, Cocktail Bars",4.0,183.5224916409149
199,ff03a6199ba2f74b66752643531826ec,37.8419238,-122.2880451,Summer Summer Thai Eatery,744,Thai,4.0,189.5691975113942
200,cbdeb72b794ae1050a177368bee1364e,37.8467842,-122.2913761,Los Moles - Emeryville,1340,"Mexican, Breakfast & Brunch, Cocktail Bars",4.0,23.753653713262967
200,cbdeb72b794ae1050a177368bee1364e,37.8467842,-122.2913761,KYU2 Sushi - Emeryville,279,"Sushi Bars, Ramen",3.5,34.07066019281953
200,cbdeb72b794ae1050a177368bee1364e,37.8467842,-122.2913761,Secrets Of Tiger,43,"Pan Asian, Thai",4.5,38.57585856455823
201,5d6e0c578a1ddd55e642440bed2c6cce,37.8384435,-122.2886647,Ike's Love & Sandwiches,290,Sandwiches,3.5,93.1440258454978
201,5d6e0c578a1ddd55e642440bed2c6cce,37.8384435,-122.2886647,Cafe Rack,201,"Bars, American, Pool Halls",3.5,97.88876797155885
201,5d6e0c578a1ddd55e642440bed2c6cce,37.8384435,-122.2886647,Gobi Grill and Marketplace,50,"Vietnamese, Chinese, Asian Fusion",4.0,108.58272290706707
202,0e4da93fd7f3f40a487bcc523ea1e382,37.77523486860597,-122.39743709564208,Kettel Krakkers,2,"Health Markets, Gluten-Free",5.0,140.5258401741553
202,0e4da93fd7f3f40a487bcc523ea1e382,37.77523486860597,-122.39743709564208,Subway,62,"Sandwiches, Fast Food",2.0,277.5495682032016
202,0e4da93fd7f3f40a487bcc523ea1e382,37.77523486860597,-122.39743709564208,Tazza D'Amore Cafe,125,"Coffee & Tea, Breakfast & Brunch",4.0,283.9348571023676
203,8aad0378e649dd2464b05c03175ee38c,37.7807601,-122.3949894,El Ojo De Agua,23,"Food Trucks, Mexican",3.5,51.837092249129284
203,8aad0378e649dd2464b05c03175ee38c,37.7807601,-122.3949894,Wabi-Sabi SF At Soma,194,"Japanese, Sushi Bars",4.5,93.76056303649924
203,8aad0378e649dd2464b05c03175ee38c,37.7807601,-122.3949894,Sam's Chowder Mobile,145,"Seafood, Food Trucks",3.5,95.32767636228726
204,b7c325ae70049e4e6f5a3564ec2697fe,37.7719511,-122.4537048,Drip Coffee,4,Cafes,4.5,236.71163796177441
204,b7c325ae70049e4e6f5a3564ec2697fe,37.7719511,-122.4537048,Market Cocina,0,Mexican,0.0,277.81339494737045
204,b7c325ae70049e4e6f5a3564ec2697fe,37.7719511,-122.4537048,Sacred Grounds Coffee House,164,"Coffee & Tea, Sandwiches",3.5,291.4114111304405
205,eff2443c5e75c2a2c3a3ab87188227dd,37.78227952975499,-122.40731298923492,JT Restaurant,63,Filipino,4.5,65.00870842514287
205,eff2443c5e75c2a2c3a3ab87188227dd,37.78227952975499,-122.40731298923492,54 Mint - Ristorante Italiano,1504,"Italian, Cocktail Bars",4.0,76.51430965844027
205,eff2443c5e75c2a2c3a3ab87188227dd,37.78227952975499,-122.40731298923492,Burma Love - Downtown,454,"Burmese, Cocktail Bars, Seafood",4.0,84.91219937878708
206,bc2abce263a2f83bb06458da69bf02ab,37.3477119817597,-121.89055323600768,Okayama Japanese,962,"Japanese, Sushi Bars",3.5,220.28727710123502
206,bc2abce263a2f83bb06458da69bf02ab,37.3477119817597,-121.89055323600768,Sushi Maru,885,"Sushi Bars, Japanese",3.5,287.73837475092785
206,bc2abce263a2f83bb06458da69bf02ab,37.3477119817597,-121.89055323600768,Kazoo Restaurant,955,"Sushi Bars, Japanese Curry",3.5,291.9580419315455
207,147f785aa4926a3cabe56c607d6f6e7c,37.77793367006746,-122.3969730734825,Marlowe,2851,"Diners, Breakfast & Brunch, Cocktail Bars",4.0,41.67666400798403
207,147f785aa4926a3cabe56c607d6f6e7c,37.77793367006746,-122.3969730734825,Que Viet Vietnamese Grill & Pho,34,Vietnamese,4.5,70.3101361284529
207,147f785aa4926a3cabe56c607d6f6e7c,37.77793367006746,-122.3969730734825,Taksim,141,"Mediterranean, Wine Bars, Venues & Event Spaces",4.5,86.4632738843361
208,d52c0adcc197c7899d056dfd1caace76,37.7963894,-122.3945855,Gott's Roadside,3010,"Ice Cream & Frozen Yogurt, Salad, Burgers",3.5,47.92070110500334
208,d52c0adcc197c7899d056dfd1caace76,37.7963894,-122.3945855,MOMOlicious,127,"Food Trucks, Himalayan/Nepalese, Noodles",4.5,75.94688087456335
208,d52c0adcc197c7899d056dfd1caace76,37.7963894,-122.3945855,The Slanted Door,2,"Vietnamese, Wine Bars, Seafood",3.0,76.13865048894051
209,28c7a7022b746c9a0f84784300c04904,37.8332935222321,-122.25622415542604,Burger King,36,"Burgers, Fast Food",2.0,279.37664159813164
209,28c7a7022b746c9a0f84784300c04904,37.8332935222321,-122.25622415542604,Genova Factory,0,Delis,0.0,282.8209335282777
209,28c7a7022b746c9a0f84784300c04904,37.8332935222321,-122.25622415542604,Bento & Bowls,238,"Korean, Soup, Barbeque",4.5,284.65155562015536
210,0ad27fbfea7dbf64cba3f6afc153a3f6,37.82669558640968,-122.27179706096648,Alawdi's Mini Mart and Kitchen,1,"Convenience Stores, Fast Food, Ice Cream & Frozen Yogurt",4.0,198.7130958317168
210,0ad27fbfea7dbf64cba3f6afc153a3f6,37.82669558640968,-122.27179706096648,Hella Nuts,75,"Vegan, Live/Raw Food, Gluten-Free",4.5,202.0833775665247
210,0ad27fbfea7dbf64cba3f6afc153a3f6,37.82669558640968,-122.27179706096648,Eli's Mile High Club,182,"Music Venues, Dive Bars, Burgers",4.0,214.21446955144924
211,d05740e23c0ff3996e6f82112e4bbf64,37.8170154,-122.2717615,Selam Restaurant,18,Ethiopian,5.0,134.03922565304134
211,d05740e23c0ff3996e6f82112e4bbf64,37.8170154,-122.2717615,Giant Burrito,32,"Burgers, Mexican",3.5,290.915458907386
211,d05740e23c0ff3996e6f82112e4bbf64,37.8170154,-122.2717615,Korean Book,1,Korean,3.0,308.25714555707947
212,77b16a1c03301769253ef32bb442b56e,37.72939320661727,-122.38653659820557,Pancho Villa,1,Mexican,5.0,59.05264446850693
212,77b16a1c03301769253ef32bb442b56e,37.72939320661727,-122.38653659820557,Tacos Santo Toribio,8,"Food Trucks, Tacos",4.5,217.80218445871438
212,77b16a1c03301769253ef32bb442b56e,37.72939320661727,-122.38653659820557,The Golden Truck,0,"Food Trucks, Salvadoran, Mexican",0.0,217.80218445871438
213,3962b15d560bc3563bcdd0e638d9f0f2,37.740321776391326,-122.3767840862274,Rome's kitchen,11,"Food Trucks, Italian, Soul Food",5.0,416.9128605129293
213,3962b15d560bc3563bcdd0e638d9f0f2,37.740321776391326,-122.3767840862274,Fresh & Natural Charlie's Cafe,4,"New American, Cafes",2.0,526.793997023817
213,3962b15d560bc3563bcdd0e638d9f0f2,37.740321776391326,-122.3767840862274,Sweets By Sevynn,14,"Desserts, Candy Stores, Pop-Up Restaurants",4.0,628.2048676029217
214,42d52309deeefe16d09e98539d8d72a1,37.78292608704408,-122.38792061805724,House Of Hunan,260,Chinese,3.0,97.32579196037821
214,42d52309deeefe16d09e98539d8d72a1,37.78292608704408,-122.38792061805724,South Beach Cafe,480,"Italian, Pizza, Cafes",3.5,145.12147322852508
214,42d52309deeefe16d09e98539d8d72a1,37.78292608704408,-122.38792061805724,Delancey Street Restaurant,1858,"American, Breakfast & Brunch",4.0,165.45068804914771
215,967a7d65b042ed46b27f0f43ffa5af28,37.78146761537824,-122.45880603790285,Star India Restaurant,1094,"Indian, Pakistani",4.0,66.39692745821986
215,967a7d65b042ed46b27f0f43ffa5af28,37.78146761537824,-122.45880603790285,Toyama Sushi,486,"Japanese, Sushi Bars",4.5,81.28211079997558
215,967a7d65b042ed46b27f0f43ffa5af28,37.78146761537824,-122.45880603790285,Khob Khun Thai Cuisine & Breakfast,234,"Breakfast & Brunch, Thai, Noodles",4.5,87.22827657017541
216,cf78144e1fe0f49224de5d9886357775,37.3426625921454,-121.87729239463806,Domino's Pizza,212,"Pizza, Chicken Wings, Sandwiches",2.0,139.79348743799724
216,cf78144e1fe0f49224de5d9886357775,37.3426625921454,-121.87729239463806,KFC,87,"Fast Food, Chicken Wings, Chicken Shop",2.5,182.21793218610793
216,cf78144e1fe0f49224de5d9886357775,37.3426625921454,-121.87729239463806,Vegetarian House,1267,"Vegetarian, Vegan, Caterers",4.0,215.4901231746514
217,3a4f1c6eed8bd54668f9300dc876656b,37.73629587217104,-122.3899698257446,Tato,122,Mexican,4.5,48.54985303895941
217,3a4f1c6eed8bd54668f9300dc876656b,37.73629587217104,-122.3899698257446,SF Food Market,27,"Salad, Food Delivery Services, Sandwiches",5.0,50.765946016487234
217,3a4f1c6eed8bd54668f9300dc876656b,37.73629587217104,-122.3899698257446,Krispy Krunchy Chicken,92,"Chicken Wings, Fast Food, Seafood",4.0,56.55804979433846
218,251e5569c29684642d8e0c8462446b87,37.77948760924334,-122.4631418287754,Sweet Bee,0,"Desserts, Cafes",0.0,91.2295001229018
218,251e5569c29684642d8e0c8462446b87,37.77948760924334,-122.4631418287754,Doog Good Food,0,Food Stands,0.0,91.2295001229018
218,251e5569c29684642d8e0c8462446b87,37.77948760924334,-122.4631418287754,Cafe Coco,152,"Cafes, Coffee & Tea",3.5,184.83385319012805
219,a33259544fdf29498c75150d70c4cbae,37.73309280990925,-122.39097297191618,Bayview Pasta,1,"Pasta Shops, Pop-Up Restaurants",5.0,30.002801680109087
219,a33259544fdf29498c75150d70c4cbae,37.73309280990925,-122.39097297191618,Peking Wok Restaurant,37,Chinese,4.0,82.85290084189916
219,a33259544fdf29498c75150d70c4cbae,37.73309280990925,-122.39097297191618,JJ Fish & Chicken - San Francisco,199,"Chicken Wings, Seafood, Fish & Chips",3.5,121.31104204773392
220,ca5e6d6274db743fd9930b284eb903a9,37.7737172,-122.4116467,Azucar Lounge,699,"Lounges, Mexican, Venues & Event Spaces",4.0,22.690953093096173
220,ca5e6d6274db743fd9930b284eb903a9,37.7737172,-122.4116467,Kama Bistro,23,Breakfast & Brunch,4.5,28.164338310055594
220,ca5e6d6274db743fd9930b284eb903a9,37.7737172,-122.4116467,Izakaya Dash,0,"Sushi Bars, Ramen",0.0,28.715804953916795
221,5cf229224ed4bd986fae2273573dbc6b,37.77787007022392,-122.42295295000076,Teakwood,105,Burmese,4.0,20.19953094918104
221,5cf229224ed4bd986fae2273573dbc6b,37.77787007022392,-122.42295295000076,Om Sabor,89,"Pop-Up Restaurants, Vegan",4.5,34.06769651011841
221,5cf229224ed4bd986fae2273573dbc6b,37.77787007022392,-122.42295295000076,Monsieur Benjamin,1117,"French, Bars, Seafood",4.0,53.72273102994619
222,459b3320afadd43ccb25acb82163c335,37.777609310293336,-122.4546217918396,Bon Appetit,35,Fast Food,1.5,365.0460641593233
222,459b3320afadd43ccb25acb82163c335,37.777609310293336,-122.4546217918396,Arguello Super Market,465,"Grocery, Delis, Sandwiches",3.5,374.71127977998384
222,459b3320afadd43ccb25acb82163c335,37.777609310293336,-122.4546217918396,Mel's Drive-In,1096,"Diners, Breakfast & Brunch, American",3.0,392.9000508262355
223,b7d2d18241329be106efbcb2dd3fa13c,37.3655356585599,-121.86796635389328,Bill's Cafe,387,"Breakfast & Brunch, American",4.0,94.2653634704384
223,b7d2d18241329be106efbcb2dd3fa13c,37.3655356585599,-121.86796635389328,788 Beerclub & Cafe,0,"Beer Bar, Cafes",0.0,155.68118088207962
223,b7d2d18241329be106efbcb2dd3fa13c,37.3655356585599,-121.86796635389328,Cha's Kitchen,28,"Vietnamese, Salad, Seafood",4.0,156.28458339140803
224,e7f4f5e18462680f3ab507c2dbd889a7,37.32412595115088,-121.89971968531609,Mclines,0,"Food Stands, Food Delivery Services, Specialty Food",0.0,39.96441439318809
224,e7f4f5e18462680f3ab507c2dbd889a7,37.32412595115088,-121.89971968531609,Subway,35,Sandwiches,3.0,48.96539676989556
224,e7f4f5e18462680f3ab507c2dbd889a7,37.32412595115088,-121.89971968531609,Con Sabor A Mexico,352,"Food Trucks, Mexican",3.5,178.61569543501346
225,c9e4c1e83ef53fe6270ae6bda8ba1d8e,37.30901407427592,-121.9000107049942,Sweet Mango,1275,"Burmese, Chinese, Thai",4.0,38.12150828650994
225,c9e4c1e83ef53fe6270ae6bda8ba1d8e,37.30901407427592,-121.9000107049942,Jack in the Box,109,"Fast Food, Burgers, Tacos",3.0,50.09392092615372
225,c9e4c1e83ef53fe6270ae6bda8ba1d8e,37.30901407427592,-121.9000107049942,Willow Street Pizza & Taproom,674,"Pizza, Cocktail Bars, American",3.5,68.57191809223238
226,84be6cf420cd87e93c445a72b0368b99,37.80936861213485,-122.26795077323914,Shiloh’s Cuisine,8,"Seafood, Food Trucks, Mexican",4.5,25.937855734497983
226,84be6cf420cd87e93c445a72b0368b99,37.80936861213485,-122.26795077323914,Four Seasons Cafe,1,Restaurants,4.0,107.65952530284358
226,84be6cf420cd87e93c445a72b0368b99,37.80936861213485,-122.26795077323914,IB's Hoagies,207,"Cheesesteaks, Breakfast & Brunch, Burgers",3.5,119.04235353352247
227,7dd88dc392143af2bf399341cb327d01,37.33802231313689,-121.91947817802428,The New Los Mangos,0,"Colombian, Mexican",0.0,336.9216763488479
227,7dd88dc392143af2bf399341cb327d01,37.33802231313689,-121.91947817802428,The New Los Mangos Bar,2,"Colombian, Mexican",2.0,337.04229207039197
227,7dd88dc392143af2bf399341cb327d01,37.33802231313689,-121.91947817802428,Teaqueria,282,"Coffee & Tea, Tacos",4.5,340.93059557381616
228,05c88a5c130147a66fe2745f53dacc37,37.338468014146,-121.86652064323424,Tacos Los Peluches,0,"Tacos, Food Trucks",0.0,456.5978476784787
228,05c88a5c130147a66fe2745f53dacc37,37.338468014146,-121.86652064323424,La Plaza Taqueria,19,Mexican,3.5,459.01899882961135
228,05c88a5c130147a66fe2745f53dacc37,37.338468014146,-121.86652064323424,Burritos Meet Churros,80,"Bubble Tea, Desserts, Asian Fusion",4.5,470.60228166092014
229,4e4a339396983190a0ecaa5c61ddc18c,37.796248,-122.279352,Yoshi's,1872,"Jazz & Blues, Japanese, Music Venues",3.5,60.29111130354638
229,4e4a339396983190a0ecaa5c61ddc18c,37.796248,-122.279352,Rocky's Hot Dog Stand,14,Hot Dogs,4.5,74.47022466884124
229,4e4a339396983190a0ecaa5c61ddc18c,37.796248,-122.279352,The Fat Lady Bar & Restaurant ,1180,"New American, Cocktail Bars, Mediterranean",4.0,159.72836591903342
